Zip_3_Key,Sum_2017 Total Population,Zip_5_Key,2017 Total Population,2017 Total Expenditure:Healthcare:Drugs Nonprescription drugs,2017 Total Expenditure:Healthcare:Drugs Nonprescription vitamins,Population Distribution,
471,299223,47177,1500,68282,40849,0.50%,
472,215529,47201,43772,1886706,1063907,20.31%,
472,215529,47203,27999,1344558,791195,12.99%,
472,215529,47220,5688,235067,132231,2.64%,
472,215529,47223,1603,73027,40880,0.74%,
472,215529,47224,672,29197,17003,0.31%,
472,215529,47227,1462,64126,34033,0.68%,
472,215529,47229,3245,139133,73443,1.51%,
472,215529,47230,2255,101841,56621,1.05%,
472,215529,47231,1105,46705,24975,0.51%,
472,215529,47232,2662,122386,68213,1.24%,
472,215529,47234,1385,62340,33347,0.64%,
472,215529,47235,1912,82644,47276,0.89%,
472,215529,47236,103,6179,3935,0.05%,
472,215529,47240,22051,985680,555137,10.23%,
472,215529,47243,6145,215546,120974,2.85%,
472,215529,47244,782,38500,22140,0.36%,
472,215529,47246,4636,198152,108255,2.15%,
472,215529,47247,183,10612,5533,0.08%,
472,215529,47250,21869,1016684,568911,10.15%,
472,215529,47260,2033,83575,44503,0.94%,
472,215529,47264,1551,76138,42371,0.72%,
472,215529,47265,20419,832712,455652,9.47%,
472,215529,47270,746,34423,18221,0.35%,
472,215529,47272,2062,84769,46427,0.96%,
472,215529,47273,1832,80458,47234,0.85%,
472,215529,47274,30948,1297246,723599,14.36%,
472,215529,47280,918,42033,24541,0.43%,
472,215529,47281,1505,76950,43777,0.70%,
472,215529,47282,266,14604,7291,0.12%,
472,215529,47283,3720,163766,93873,1.73%,
473,319433,47302,27657,1117738,583958,8.66%,
473,319433,47303,25521,888267,455466,7.99%,
473,319433,47304,29543,1453586,841325,9.25%,
473,319433,47305,4040,124987,51137,1.26%,
473,319433,47306,6118,2466,1128,1.92%,
473,319433,47320,3942,190220,106890,1.23%,
473,319433,47325,731,36072,21457,0.23%,
473,319433,47326,2169,72600,40698,0.68%,
473,319433,47327,5334,241006,135898,1.67%,
473,319433,47330,5400,252060,135072,1.69%,
473,319433,47331,23109,990278,547677,7.23%,
473,319433,47334,3349,169132,95945,1.05%,
473,319433,47336,3659,158089,86383,1.15%,
473,319433,47338,2730,124587,66036,0.85%,
473,319433,47339,614,28230,14830,0.19%,
473,319433,47340,2833,128052,74046,0.89%,
473,319433,47341,2146,97894,55965,0.67%,
473,319433,47342,2781,132893,72038,0.87%,
473,319433,47345,1564,68461,36856,0.49%,
473,319433,47346,3910,186894,106351,1.22%,
473,319433,47348,9651,415352,229870,3.02%,
473,319433,47351,397,15229,8416,0.12%,
473,319433,47352,843,38137,21861,0.26%,
473,319433,47353,5620,241225,142095,1.76%,
473,319433,47354,1060,49608,27868,0.33%,
473,319433,47355,2789,125540,68404,0.87%,
473,319433,47356,6244,286531,160688,1.95%,
473,319433,47357,1144,57235,31114,0.36%,
473,319433,47358,966,42008,23912,0.30%,
473,319433,47359,2774,115324,60200,0.87%,
473,319433,47360,1552,68228,38371,0.49%,
473,319433,47362,30503,1182649,659898,9.55%,
473,319433,47368,2746,120879,68543,0.86%,
473,319433,47369,1372,55720,28941,0.43%,
473,319433,47371,12137,501426,269361,3.80%,
473,319433,47373,2465,109585,58830,0.77%,
473,319433,47374,46642,1939588,1074065,14.60%,
473,319433,47380,1992,86473,46304,0.62%,
473,319433,47381,183,6585,3694,0.06%,
473,319433,47382,188,10432,5665,0.06%,
473,319433,47383,2799,138598,81862,0.88%,
473,319433,47384,2148,89522,49214,0.67%,
473,319433,47385,1793,83475,46677,0.56%,
473,319433,47386,1274,63363,37996,0.40%,
473,319433,47387,765,35491,20036,0.24%,
473,319433,47390,5338,213568,107325,1.67%,
473,319433,47392,159,7282,4174,0.05%,
473,319433,47393,1428,58831,33332,0.45%,
473,319433,47394,8245,342857,184588,2.58%,
473,319433,47396,7066,346724,206659,2.21%,
474,268460,47401,40669,2034305,1148147,15.15%,
474,268460,47403,33492,1505670,814134,12.48%,
474,268460,47404,22278,960645,530270,8.30%,
474,268460,47405,2522,99,49,0.94%,
474,268460,47406,6034,14309,7362,2.25%,
474,268460,47408,29640,916821,511995,11.04%,
474,268460,47421,27648,1244387,683989,10.30%,
474,268460,47424,9562,446187,253553,3.56%,
474,268460,47427,1086,44085,24341,0.40%,
474,268460,47429,7689,382721,217423,2.86%,
474,268460,47431,1349,53973,28670,0.50%,
474,268460,47432,4514,202554,110919,1.68%,
474,268460,47433,3775,173600,100566,1.41%,
474,268460,47436,1596,78755,44119,0.59%,
474,268460,47438,4630,188670,99851,1.72%,
474,268460,47441,9207,396610,217548,3.43%,
474,268460,47443,1279,54606,30732,0.48%,
474,268460,47446,9864,422435,223866,3.67%,
474,268460,47448,7947,415468,243270,2.96%,
474,268460,47449,605,29648,18519,0.23%,
474,268460,47451,1252,58279,33804,0.47%,
474,268460,47452,5041,208914,113045,1.88%,
474,268460,47453,428,18511,10632,0.16%,
474,268460,47454,7467,306561,164977,2.78%,
474,268460,47456,1344,58893,32987,0.50%,
474,268460,47459,3078,140484,76401,1.15%,
474,268460,47460,10944,472495,261317,4.08%,
474,268460,47462,5516,259589,143888,2.05%,
474,268460,47464,187,12726,7475,0.07%,
474,268460,47465,614,30179,16143,0.23%,
474,268460,47467,35,1412,767,0.01%,
474,268460,47468,1209,85633,49849,0.45%,
474,268460,47469,1626,76209,44716,0.61%,
474,268460,47470,1619,71583,38357,0.60%,
474,268460,47471,2714,112577,62399,1.01%,
475,165726,47501,18141,768604,438283,10.95%,
475,165726,47512,3923,155686,81762,2.37%,
475,165726,47513,1795,88264,47694,1.08%,
475,165726,47514,1669,21043,10465,1.01%,
475,165726,47515,989,44015,24886,0.60%,
475,165726,47516,1184,57419,31797,0.71%,
475,165726,47519,652,24884,12403,0.39%,
475,165726,47520,3097,136092,69654,1.87%,
475,165726,47521,1041,44529,24833,0.63%,
475,165726,47522,270,14166,8513,0.16%,
475,165726,47523,3540,149831,83982,2.14%,
475,165726,47524,543,25031,13075,0.33%,
475,165726,47525,472,20921,12410,0.28%,
475,165726,47527,2222,99446,57068,1.34%,
475,165726,47528,1088,52768,29102,0.66%,
475,165726,47529,849,39437,21678,0.51%,
475,165726,47531,1026,49029,29244,0.62%,
475,165726,47532,4579,208484,119823,2.76%,
475,165726,47537,834,34080,19042,0.50%,
475,165726,47541,1233,55684,30904,0.74%,
475,165726,47542,9708,422716,241009,5.86%,
475,165726,47546,21475,1040984,600885,12.96%,
475,165726,47550,799,35334,20947,0.48%,
475,165726,47551,444,18593,11062,0.27%,
475,165726,47552,153,6645,4070,0.09%,
475,165726,47553,8621,348418,191907,5.20%,
475,165726,47556,28,1477,832,0.02%,
475,165726,47557,1456,68147,42196,0.88%,
475,165726,47558,5055,154952,86440,3.05%,
475,165726,47561,1526,68008,39833,0.92%,
475,165726,47562,4552,171961,97092,2.75%,
475,165726,47564,1373,65959,38084,0.83%,
475,165726,47567,6000,278445,157443,3.62%,
475,165726,47568,1037,48232,24352,0.63%,
475,165726,47573,32,2571,1398,0.02%,
475,165726,47574,199,9799,5611,0.12%,
475,165726,47575,1165,60181,33209,0.70%,
475,165726,47576,327,14558,8387,0.20%,
475,165726,47577,1173,47721,27530,0.71%,
475,165726,47578,936,39983,21470,0.56%,
475,165726,47579,2802,133968,81147,1.69%,
475,165726,47580,277,12391,6783,0.17%,
475,165726,47581,3750,174999,95209,2.26%,
475,165726,47584,94,4205,2603,0.06%,
475,165726,47585,594,29034,15067,0.36%,
475,165726,47586,11110,511592,286183,6.70%,
475,165726,47588,441,24324,13573,0.27%,
475,165726,47590,605,28281,15060,0.37%,
475,165726,47591,26472,1091625,612085,15.97%,
475,165726,47597,983,45863,26545,0.59%,
475,165726,47598,3392,146575,79846,2.05%,
476,131436,47601,14513,593862,337676,11.04%,
476,131436,47610,5931,229747,126768,4.51%,
476,131436,47611,1234,52201,29644,0.94%,
476,131436,47612,885,41789,24110,0.67%,
476,131436,47613,2599,113694,66123,1.98%,
476,131436,47615,1585,66671,36454,1.21%,
476,131436,47616,305,15473,8829,0.23%,
476,131436,47619,1760,74080,42532,1.34%,
476,131436,47620,13508,590825,330302,10.28%,
476,131436,47630,36554,1676510,997418,27.81%,
476,131436,47631,2141,102730,59145,1.63%,
476,131436,47633,2634,114237,64765,2.00%,
476,131436,47634,2351,104494,57728,1.79%,
476,131436,47635,5697,248468,141772,4.33%,
476,131436,47637,1574,59268,32781,1.20%,
476,131436,47638,3414,154302,86162,2.60%,
476,131436,47639,4384,213587,122682,3.34%,
476,131436,47640,1098,51963,27682,0.84%,
476,131436,47647,96,4068,2440,0.07%,
476,131436,47648,4268,201196,113306,3.25%,
476,131436,47649,1392,66193,37487,1.06%,
476,131436,47660,5193,216198,116757,3.95%,
476,131436,47665,3637,163706,91436,2.77%,
476,131436,47666,1574,80577,45958,1.20%,
476,131436,47670,13109,532632,292596,9.97%,
477,185824,47708,685,21839,10350,0.37%,
477,185824,47710,19744,776101,400453,10.63%,
477,185824,47711,31548,1424577,796821,16.98%,
477,185824,47712,25998,1037632,570961,13.99%,
477,185824,47713,11029,332438,167102,5.94%,
477,185824,47714,33249,1293340,690304,17.89%,
477,185824,47715,27792,1330090,763081,14.96%,
477,185824,47720,17908,876786,511286,9.64%,
477,185824,47722,929,1841,1047,0.50%,
477,185824,47725,16942,892836,531431,9.12%,
478,187107,47802,35730,1446712,799628,19.10%,
478,187107,47803,21672,1013601,592359,11.58%,
478,187107,47804,10839,402365,207806,5.79%,
478,187107,47805,13016,595672,335667,6.96%,
478,187107,47807,13008,325204,151200,6.95%,
478,187107,47809,2650,18,9,1.42%,
478,187107,47832,993,41147,23146,0.53%,
478,187107,47833,1298,59696,31216,0.69%,
478,187107,47834,20245,848959,476424,10.82%,
478,187107,47836,12,616,330,0.01%,
478,187107,47837,1307,58572,33262,0.70%,
478,187107,47838,4061,84335,47510,2.17%,
478,187107,47840,1471,71666,40427,0.79%,
478,187107,47841,2176,102492,59689,1.16%,
478,187107,47842,10083,400586,228815,5.39%,
478,187107,47846,701,32153,19897,0.37%,
478,187107,47847,1128,47797,28153,0.60%,
478,187107,47848,1494,69570,39697,0.80%,
478,187107,47849,376,19851,10610,0.20%,
478,187107,47850,2509,107445,58641,1.34%,
478,187107,47854,905,43122,25378,0.48%,
478,187107,47855,626,26514,14596,0.33%,
478,187107,47858,706,30566,17089,0.38%,
478,187107,47859,1296,46307,26400,0.69%,
478,187107,47860,148,6901,3337,0.08%,
478,187107,47861,598,30923,17852,0.32%,
478,187107,47862,1470,58277,31327,0.79%,
478,187107,47866,395,19206,10975,0.21%,
478,187107,47868,2948,130697,72131,1.58%,
478,187107,47872,8359,320015,179335,4.47%,
478,187107,47874,3623,167988,96307,1.94%,
478,187107,47879,3194,128986,70317,1.71%,
478,187107,47882,8399,350739,193519,4.49%,
478,187107,47885,9671,416262,237574,5.17%,
479,317123,47901,3444,129186,67287,1.09%,
479,317123,47904,16737,599984,322207,5.28%,
479,317123,47905,42702,1973488,1142817,13.47%,
479,317123,47906,69270,2176405,1167309,21.84%,
479,317123,47907,3576,1005,352,1.13%,
479,317123,47909,43171,1874925,1049251,13.61%,
479,317123,47917,455,18508,10909,0.14%,
479,317123,47918,6356,261551,146369,2.00%,
479,317123,47920,2662,126777,73310,0.84%,
479,317123,47921,1052,40509,23665,0.33%,
479,317123,47922,1589,66018,37381,0.50%,
479,317123,47923,3486,165550,93422,1.10%,
479,317123,47926,1037,42330,24686,0.33%,
479,317123,47928,2361,101725,57742,0.74%,
479,317123,47929,773,32388,18551,0.24%,
479,317123,47930,1371,56854,31617,0.43%,
479,317123,47932,5434,250317,144595,1.71%,
479,317123,47933,27956,1251478,694943,8.82%,
479,317123,47940,1714,79499,46260,0.54%,
479,317123,47941,1377,61046,33898,0.43%,
479,317123,47942,668,30153,15739,0.21%,
479,317123,47943,1041,41616,22658,0.33%,
479,317123,47944,3698,154746,88657,1.17%,
479,317123,47946,2043,93377,52680,0.64%,
479,317123,47948,1423,57928,31959,0.45%,
479,317123,47949,1279,52406,30778,0.40%,
479,317123,47950,841,32151,18527,0.27%,
479,317123,47951,2197,96949,55627,0.69%,
479,317123,47952,2585,103794,55233,0.82%,
479,317123,47954,2200,98346,54607,0.69%,
479,317123,47955,1108,47357,26010,0.35%,
479,317123,47957,1770,74638,39167,0.56%,
479,317123,47958,189,8491,4715,0.06%,
479,317123,47959,2793,87703,50017,0.88%,
479,317123,47960,14992,693480,395623,4.73%,
479,317123,47963,2176,95950,51415,0.69%,
479,317123,47965,456,21765,12241,0.14%,
479,317123,47967,934,40832,22867,0.29%,
479,317123,47968,1033,43698,23786,0.33%,
479,317123,47970,1982,82223,45878,0.62%,
479,317123,47971,1715,71763,39992,0.54%,
479,317123,47974,1120,48293,28134,0.35%,
479,317123,47975,667,37387,21893,0.21%,
479,317123,47977,2379,107315,59183,0.75%,
479,317123,47978,11640,479123,268399,3.67%,
479,317123,47980,1119,47865,26012,0.35%,
479,317123,47981,842,40592,22808,0.27%,
479,317123,47986,49,2614,1457,0.02%,
479,317123,47987,3851,157870,88848,1.21%,
479,317123,47989,1330,56770,32778,0.42%,
479,317123,47990,1566,70795,40337,0.49%,
479,317123,47991,985,39060,22205,0.31%,
479,317123,47992,1635,82460,50211,0.52%,
479,317123,47993,3818,153703,87026,1.20%,
479,317123,47994,643,27833,14779,0.20%,
479,317123,47995,1707,68061,37002,0.54%,
479,317123,47997,126,5527,3061,0.04%,
480,1167321,48001,11966,643508,349143,1.03%,
480,1167321,48002,3275,164095,91808,0.28%,
480,1167321,48003,6232,320431,165846,0.53%,
480,1167321,48005,5614,299667,152838,0.48%,
480,1167321,48006,3957,193465,99928,0.34%,
480,1167321,48009,20910,1382232,732757,1.79%,
480,1167321,48014,4270,181645,92127,0.37%,
480,1167321,48015,8442,366932,176276,0.72%,
480,1167321,48017,12278,681610,351470,1.05%,
480,1167321,48021,32954,1379834,708516,2.82%,
480,1167321,48022,2644,125160,67154,0.23%,
480,1167321,48023,5219,270634,137880,0.45%,
480,1167321,48025,15341,946341,516306,1.31%,
480,1167321,48026,14859,771855,405787,1.27%,
480,1167321,48027,3223,154288,80334,0.28%,
480,1167321,48028,1210,78025,46775,0.10%,
480,1167321,48030,16873,645518,316584,1.45%,
480,1167321,48032,2241,107333,55216,0.19%,
480,1167321,48033,16320,828466,453880,1.40%,
480,1167321,48034,13057,653161,361802,1.12%,
480,1167321,48035,36059,1662686,877910,3.09%,
480,1167321,48036,21776,1119891,589344,1.87%,
480,1167321,48038,43295,2353132,1282149,3.71%,
480,1167321,48039,7792,378047,194564,0.67%,
480,1167321,48040,9961,517698,276869,0.85%,
480,1167321,48041,4452,231277,120045,0.38%,
480,1167321,48042,31051,1651518,853921,2.66%,
480,1167321,48043,16611,666758,331105,1.42%,
480,1167321,48044,55523,2787589,1420141,4.76%,
480,1167321,48045,25115,1468673,762391,2.15%,
480,1167321,48047,40246,2179193,1111074,3.45%,
480,1167321,48048,9384,331409,171567,0.80%,
480,1167321,48049,5522,286399,149784,0.47%,
480,1167321,48050,1662,86350,44984,0.14%,
480,1167321,48051,17222,834278,424310,1.48%,
480,1167321,48054,7262,376533,207417,0.62%,
480,1167321,48059,14914,771995,407994,1.28%,
480,1167321,48060,40524,1548712,790694,3.47%,
480,1167321,48062,9731,467102,238657,0.83%,
480,1167321,48063,3953,194176,106847,0.34%,
480,1167321,48064,4086,212668,113026,0.35%,
480,1167321,48065,10932,568070,299105,0.94%,
480,1167321,48066,48593,2173991,1094606,4.16%,
480,1167321,48067,25599,1544931,801650,2.19%,
480,1167321,48069,2602,173578,98422,0.22%,
480,1167321,48070,6435,391231,218306,0.55%,
480,1167321,48071,30443,1363268,707930,2.61%,
480,1167321,48072,15484,879728,461897,1.33%,
480,1167321,48073,33787,2003313,1049289,2.89%,
480,1167321,48074,9352,450963,230356,0.80%,
480,1167321,48075,22919,1072721,607600,1.96%,
480,1167321,48076,26273,1295562,696998,2.25%,
480,1167321,48079,12328,682178,349296,1.06%,
480,1167321,48080,22626,1260073,663711,1.94%,
480,1167321,48081,20861,1158153,607677,1.79%,
480,1167321,48082,17049,901240,481953,1.46%,
480,1167321,48083,23241,1134924,604085,1.99%,
480,1167321,48084,14848,853151,466937,1.27%,
480,1167321,48085,25701,1375540,761402,2.20%,
480,1167321,48088,22423,1132682,626984,1.92%,
480,1167321,48089,32442,1185220,565995,2.78%,
480,1167321,48091,31988,1254784,624283,2.74%,
480,1167321,48092,26728,1282751,660125,2.29%,
480,1167321,48093,23845,1200871,632009,2.04%,
480,1167321,48094,19285,1041583,567137,1.65%,
480,1167321,48095,5178,295727,166593,0.44%,
480,1167321,48096,3898,212310,116228,0.33%,
480,1167321,48097,5295,221060,119566,0.45%,
480,1167321,48098,20140,1204768,664151,1.73%,
481,1560305,48101,27539,1611224,846739,1.76%,
481,1560305,48103,54601,3220663,1721751,3.50%,
481,1560305,48104,42885,1625071,852975,2.75%,
481,1560305,48105,35238,1754800,955673,2.26%,
481,1560305,48108,27608,1431649,740812,1.77%,
481,1560305,48109,8440,3119,1439,0.54%,
481,1560305,48111,40514,2199570,1160300,2.60%,
481,1560305,48114,20455,1188352,638650,1.31%,
481,1560305,48116,27742,1558358,842176,1.78%,
481,1560305,48117,10231,481021,247615,0.66%,
481,1560305,48118,12670,725172,392553,0.81%,
481,1560305,48120,7911,287483,153881,0.51%,
481,1560305,48122,10392,468909,235676,0.67%,
481,1560305,48124,31208,1883458,991077,2.00%,
481,1560305,48125,21263,1036375,535304,1.36%,
481,1560305,48126,46578,1382143,700691,2.99%,
481,1560305,48127,36010,1715553,921774,2.31%,
481,1560305,48128,10442,647945,330291,0.67%,
481,1560305,48130,15341,879124,473178,0.98%,
481,1560305,48131,7171,302325,155990,0.46%,
481,1560305,48133,4877,219430,113519,0.31%,
481,1560305,48134,20991,1142895,595604,1.35%,
481,1560305,48135,27142,1435168,746527,1.74%,
481,1560305,48137,5243,277802,149102,0.34%,
481,1560305,48138,10157,690813,406354,0.65%,
481,1560305,48139,245,17376,9197,0.02%,
481,1560305,48140,3224,150334,78520,0.21%,
481,1560305,48141,24798,891820,464422,1.59%,
481,1560305,48144,10171,493223,271761,0.65%,
481,1560305,48145,3705,172623,94678,0.24%,
481,1560305,48146,37467,1729563,886341,2.40%,
481,1560305,48150,26446,1562827,842174,1.69%,
481,1560305,48152,30269,1898705,1034506,1.94%,
481,1560305,48154,38219,2344827,1276678,2.45%,
481,1560305,48157,1457,67563,31170,0.09%,
481,1560305,48158,7500,424784,241053,0.48%,
481,1560305,48159,2646,118599,60113,0.17%,
481,1560305,48160,14923,657058,350593,0.96%,
481,1560305,48161,26319,1049448,527135,1.69%,
481,1560305,48162,29133,1249361,647585,1.87%,
481,1560305,48164,8487,492057,256622,0.54%,
481,1560305,48165,7106,362028,181736,0.46%,
481,1560305,48166,11815,509263,259241,0.76%,
481,1560305,48167,22761,1512066,830621,1.46%,
481,1560305,48168,21436,1362019,756476,1.37%,
481,1560305,48169,21457,1202757,637692,1.38%,
481,1560305,48170,39357,2622171,1483960,2.52%,
481,1560305,48173,12269,714157,368717,0.79%,
481,1560305,48174,31230,1484377,760671,2.00%,
481,1560305,48176,21920,1220255,653941,1.40%,
481,1560305,48178,32780,1729322,907641,2.10%,
481,1560305,48179,3270,149776,76191,0.21%,
481,1560305,48180,61724,2773374,1453242,3.96%,
481,1560305,48182,22148,1020890,543380,1.42%,
481,1560305,48183,42174,2402807,1287098,2.70%,
481,1560305,48184,17283,848029,430401,1.11%,
481,1560305,48185,46739,2475837,1324348,3.00%,
481,1560305,48186,35654,1701737,889188,2.29%,
481,1560305,48187,48274,2751877,1488330,3.09%,
481,1560305,48188,40270,2265770,1196720,2.58%,
481,1560305,48189,14114,785322,405409,0.90%,
481,1560305,48191,3779,193364,103694,0.24%,
481,1560305,48192,25458,1381311,720998,1.63%,
481,1560305,48193,15523,806970,442959,0.99%,
481,1560305,48195,29438,1589709,849513,1.89%,
481,1560305,48197,64524,2846739,1441451,4.14%,
481,1560305,48198,40144,1706907,885229,2.57%,
482,896216,48201,12589,426774,189224,1.40%,
482,896216,48202,16642,552154,257863,1.86%,
482,896216,48203,28122,871743,419250,3.14%,
482,896216,48204,27262,815205,404148,3.04%,
482,896216,48205,41634,1187253,576652,4.65%,
482,896216,48206,21116,647461,314653,2.36%,
482,896216,48207,19626,848478,429885,2.19%,
482,896216,48208,8999,243808,116241,1.00%,
482,896216,48209,29439,731532,348835,3.28%,
482,896216,48210,29695,678937,335395,3.31%,
482,896216,48211,6693,162352,71509,0.75%,
482,896216,48212,37838,904551,449514,4.22%,
482,896216,48213,26459,700583,341509,2.95%,
482,896216,48214,22243,807811,393164,2.48%,
482,896216,48215,13241,407453,192166,1.48%,
482,896216,48216,5786,191854,87843,0.65%,
482,896216,48217,7309,243792,131262,0.82%,
482,896216,48218,7591,243857,119420,0.85%,
482,896216,48219,46232,1774430,910076,5.16%,
482,896216,48220,22929,1128897,571583,2.56%,
482,896216,48221,37524,1477935,812929,4.19%,
482,896216,48223,23771,892766,453521,2.65%,
482,896216,48224,42200,1455115,738003,4.71%,
482,896216,48225,13911,676802,359895,1.55%,
482,896216,48226,5309,303916,139648,0.59%,
482,896216,48227,44019,1391616,709513,4.91%,
482,896216,48228,50927,1512557,730116,5.68%,
482,896216,48229,9344,327308,158068,1.04%,
482,896216,48230,16512,1078905,593839,1.84%,
482,896216,48234,35048,1110011,552363,3.91%,
482,896216,48235,43744,1620677,851797,4.88%,
482,896216,48236,30072,1982809,1125652,3.36%,
482,896216,48237,30150,1289256,685282,3.36%,
482,896216,48238,30367,904148,448992,3.39%,
482,896216,48239,35013,1752514,935231,3.91%,
482,896216,48240,16859,858435,432237,1.88%,
482,896216,48242,1,60,30,0.00%,
483,1009538,48301,14549,910559,510490,1.44%,
483,1009538,48302,15905,950950,576910,1.58%,
483,1009538,48304,16641,1020111,614945,1.65%,
483,1009538,48306,27849,1578098,860812,2.76%,
483,1009538,48307,43119,2286025,1187637,4.27%,
483,1009538,48309,30213,1573900,873725,2.99%,
483,1009538,48310,43727,1934273,1031563,4.33%,
483,1009538,48312,33495,1714478,955004,3.32%,
483,1009538,48313,34874,1854775,975082,3.45%,
483,1009538,48314,21031,1108411,604873,2.08%,
483,1009538,48315,27699,1505679,829144,2.74%,
483,1009538,48316,26681,1511016,822786,2.64%,
483,1009538,48317,27893,1383000,726823,2.76%,
483,1009538,48320,4684,249017,124859,0.46%,
483,1009538,48322,32407,1753539,976828,3.21%,
483,1009538,48323,18273,1018454,588220,1.81%,
483,1009538,48324,18017,1006905,543423,1.78%,
483,1009538,48326,21476,1005728,548526,2.13%,
483,1009538,48327,22572,1098654,571723,2.24%,
483,1009538,48328,25941,1262307,639309,2.57%,
483,1009538,48329,25408,1349117,707078,2.52%,
483,1009538,48331,21357,1211477,697385,2.12%,
483,1009538,48334,18713,1025294,538159,1.85%,
483,1009538,48335,24167,1292692,706204,2.39%,
483,1009538,48336,26178,1365187,695671,2.59%,
483,1009538,48340,24994,804986,375100,2.48%,
483,1009538,48341,17350,573614,292741,1.72%,
483,1009538,48342,19006,505160,248739,1.88%,
483,1009538,48346,23352,1204966,641785,2.31%,
483,1009538,48348,24629,1367855,708550,2.44%,
483,1009538,48350,7661,405625,212224,0.76%,
483,1009538,48353,6762,364812,202433,0.67%,
483,1009538,48356,8851,475013,251206,0.88%,
483,1009538,48357,8095,412851,213206,0.80%,
483,1009538,48359,9209,455759,221309,0.91%,
483,1009538,48360,11749,653976,323483,1.16%,
483,1009538,48362,15898,877866,444419,1.57%,
483,1009538,48363,5721,315242,165905,0.57%,
483,1009538,48367,4832,274989,143556,0.48%,
483,1009538,48370,1802,99150,55516,0.18%,
483,1009538,48371,24500,1253857,641482,2.43%,
483,1009538,48374,15757,856163,394437,1.56%,
483,1009538,48375,22446,1231059,658156,2.22%,
483,1009538,48377,17075,917482,482863,1.69%,
483,1009538,48380,8119,439657,235721,0.80%,
483,1009538,48381,13463,758514,396158,1.33%,
483,1009538,48382,24595,1339252,680593,2.44%,
483,1009538,48383,13458,697144,347987,1.33%,
483,1009538,48386,18156,994209,531861,1.80%,
483,1009538,48390,23907,1347034,715094,2.37%,
483,1009538,48393,15282,749711,371194,1.51%,
484,453163,48401,1468,67047,33897,0.32%,
484,453163,48412,5806,283972,151898,1.28%,
484,453163,48413,7351,336353,170050,1.62%,
484,453163,48414,2355,106474,56211,0.52%,
484,453163,48415,9379,455287,247532,2.07%,
484,453163,48416,5023,218260,108289,1.11%,
484,453163,48417,2985,140381,71854,0.66%,
484,453163,48418,4232,211034,112264,0.93%,
484,453163,48419,2533,107133,54553,0.56%,
484,453163,48420,21038,1110527,606665,4.64%,
484,453163,48421,6616,337259,177490,1.46%,
484,453163,48422,6379,276582,144765,1.41%,
484,453163,48423,32240,1740015,936863,7.11%,
484,453163,48426,1006,43050,22054,0.22%,
484,453163,48427,2881,119930,62604,0.64%,
484,453163,48428,4794,264381,140181,1.06%,
484,453163,48429,8636,368373,192696,1.91%,
484,453163,48430,36898,2088278,1145615,8.14%,
484,453163,48432,743,37609,19411,0.16%,
484,453163,48433,25718,1484783,830756,5.68%,
484,453163,48435,2051,89219,47669,0.45%,
484,453163,48436,3613,201162,112060,0.80%,
484,453163,48437,598,28797,15718,0.13%,
484,453163,48438,6705,408036,217226,1.48%,
484,453163,48439,48166,2799061,1527851,10.63%,
484,453163,48441,3927,183988,97178,0.87%,
484,453163,48442,21497,1114837,579762,4.74%,
484,453163,48444,9417,397753,203556,2.08%,
484,453163,48445,1273,48332,25157,0.28%,
484,453163,48446,30728,1419712,744976,6.78%,
484,453163,48449,2861,147368,78022,0.63%,
484,453163,48450,4595,253477,134754,1.01%,
484,453163,48451,14931,882917,472725,3.29%,
484,453163,48453,4796,203422,103860,1.06%,
484,453163,48454,1398,63395,34140,0.31%,
484,453163,48455,8621,473694,255673,1.90%,
484,453163,48456,950,42635,22611,0.21%,
484,453163,48457,8545,414117,214178,1.89%,
484,453163,48458,20290,877263,426763,4.48%,
484,453163,48460,2177,107420,57691,0.48%,
484,453163,48461,8097,347556,177221,1.79%,
484,453163,48462,13428,724451,375642,2.96%,
484,453163,48463,4462,244741,132447,0.98%,
484,453163,48464,2174,103840,53130,0.48%,
484,453163,48465,708,34175,18531,0.16%,
484,453163,48466,1549,71693,37618,0.34%,
484,453163,48467,2290,130575,70184,0.51%,
484,453163,48468,1243,66190,35317,0.27%,
484,453163,48469,1276,78560,40463,0.28%,
484,453163,48470,830,32970,17087,0.18%,
484,453163,48471,5794,264485,130811,1.28%,
484,453163,48472,1895,81100,42195,0.42%,
484,453163,48473,21141,1167857,635977,4.67%,
484,453163,48475,2523,115798,61443,0.56%,
484,453163,48476,533,22783,11454,0.12%,
485,184590,48502,1127,19506,9239,0.61%,
485,184590,48503,24625,973140,494063,13.34%,
485,184590,48504,29846,1073772,533699,16.17%,
485,184590,48505,24771,689920,331450,13.42%,
485,184590,48506,28920,1160946,561227,15.67%,
485,184590,48507,29851,1345098,693612,16.17%,
485,184590,48509,8982,482326,254683,4.87%,
485,184590,48519,7799,397934,206385,4.23%,
485,184590,48529,10021,389813,187189,5.43%,
485,184590,48532,18648,941011,507899,10.10%,
486,399688,48601,36978,1132021,570572,9.25%,
486,399688,48602,29453,1052535,519963,7.37%,
486,399688,48603,26297,1318129,737116,6.58%,
486,399688,48604,13124,438398,228096,3.28%,
486,399688,48607,1650,42619,19889,0.41%,
486,399688,48609,12205,639266,355104,3.05%,
486,399688,48610,3300,159736,80672,0.83%,
486,399688,48611,6382,319547,170171,1.60%,
486,399688,48612,9146,427314,223543,2.29%,
486,399688,48613,1106,45608,23448,0.28%,
