Zip_3_Key,Sum_2017 Total Population,Zip_5_Key,2017 Total Population,2017 Total Expenditure:Healthcare:Drugs Nonprescription drugs,2017 Total Expenditure:Healthcare:Drugs Nonprescription vitamins,Population Distribution,
127,98283,12747,2978,73508,38272,3.03%,
127,98283,12748,1969,83697,49235,2.00%,
127,98283,12750,77,3625,2121,0.08%,
127,98283,12751,703,29025,15950,0.72%,
127,98283,12752,200,11762,7003,0.20%,
127,98283,12754,6520,246242,133097,6.63%,
127,98283,12758,4622,213422,123905,4.70%,
127,98283,12759,923,26959,14879,0.94%,
127,98283,12760,583,30353,17573,0.59%,
127,98283,12762,587,21203,12750,0.60%,
127,98283,12763,928,49433,26940,0.94%,
127,98283,12764,1916,93418,55687,1.95%,
127,98283,12765,949,37255,20828,0.97%,
127,98283,12766,573,24922,15250,0.58%,
127,98283,12768,1193,47876,27378,1.21%,
127,98283,12770,296,12189,7168,0.30%,
127,98283,12771,14141,503781,282900,14.39%,
127,98283,12775,2378,116407,67142,2.42%,
127,98283,12776,2516,124405,69001,2.56%,
127,98283,12777,692,47991,28492,0.70%,
127,98283,12779,2406,66617,36892,2.45%,
127,98283,12780,2388,87026,48396,2.43%,
127,98283,12783,1682,55740,32444,1.71%,
127,98283,12785,543,18888,9891,0.55%,
127,98283,12786,891,47999,28152,0.91%,
127,98283,12787,9,304,178,0.01%,
127,98283,12788,1980,79588,45392,2.01%,
127,98283,12789,2759,72702,40878,2.81%,
127,98283,12790,5625,262710,151606,5.72%,
127,98283,12791,217,8774,5169,0.22%,
127,98283,12792,459,23213,13840,0.47%,
128,227612,12801,14731,577523,310987,6.47%,
128,227612,12803,8792,350629,199164,3.86%,
128,227612,12804,26589,1357109,793769,11.68%,
128,227612,12808,222,19434,11784,0.10%,
128,227612,12809,3674,161733,94587,1.61%,
128,227612,12810,574,26200,14682,0.25%,
128,227612,12812,188,16841,9878,0.08%,
128,227612,12814,1443,83343,50207,0.63%,
128,227612,12815,899,42610,25580,0.39%,
128,227612,12816,4201,202522,116456,1.85%,
128,227612,12817,2274,128737,72661,1.00%,
128,227612,12819,432,17375,10636,0.19%,
128,227612,12821,1091,12991,7252,0.48%,
128,227612,12822,5709,204565,112402,2.51%,
128,227612,12823,213,13063,7822,0.09%,
128,227612,12824,924,67018,41864,0.41%,
128,227612,12827,3746,151787,88584,1.65%,
128,227612,12828,9491,354791,199245,4.17%,
128,227612,12831,18027,734625,420116,7.92%,
128,227612,12832,6993,272764,155923,3.07%,
128,227612,12833,5331,212975,120201,2.34%,
128,227612,12834,6485,296207,171051,2.85%,
128,227612,12835,2927,133117,75101,1.29%,
128,227612,12836,544,30360,18558,0.24%,
128,227612,12837,793,30131,17244,0.35%,
128,227612,12838,494,23424,14046,0.22%,
128,227612,12839,13258,493169,278282,5.82%,
128,227612,12842,1119,51543,28759,0.49%,
128,227612,12843,1127,51359,27390,0.50%,
128,227612,12844,227,20384,12036,0.10%,
128,227612,12845,4768,268385,157581,2.09%,
128,227612,12846,3359,169736,95650,1.48%,
128,227612,12847,683,36781,21316,0.30%,
128,227612,12849,433,17562,9559,0.19%,
128,227612,12850,2889,129219,73334,1.27%,
128,227612,12851,265,12178,7521,0.12%,
128,227612,12852,403,24500,14767,0.18%,
128,227612,12853,1842,73666,40426,0.81%,
128,227612,12855,228,7839,4725,0.10%,
128,227612,12857,637,31556,19257,0.28%,
128,227612,12858,25,3003,1706,0.01%,
128,227612,12859,1936,73836,41223,0.85%,
128,227612,12860,517,26412,15294,0.23%,
128,227612,12861,549,23982,13980,0.24%,
128,227612,12863,692,25483,14079,0.30%,
128,227612,12865,3489,164064,94214,1.53%,
128,227612,12866,37913,1727494,989977,16.66%,
128,227612,12870,1493,64993,38587,0.66%,
128,227612,12871,4887,186502,104967,2.15%,
128,227612,12873,802,41505,25032,0.35%,
128,227612,12874,154,16753,10242,0.07%,
128,227612,12878,727,34391,19955,0.32%,
128,227612,12883,4929,207415,119222,2.17%,
128,227612,12885,4667,197240,107843,2.05%,
128,227612,12886,139,4904,2607,0.06%,
128,227612,12887,6668,188877,106299,2.93%,
129,160618,12901,32702,1146280,685173,20.36%,
129,160618,12903,1489,54190,31533,0.93%,
129,160618,12910,2014,56824,34394,1.25%,
129,160618,12911,83,2725,1642,0.05%,
129,160618,12912,1995,88719,53277,1.24%,
129,160618,12913,1349,64124,36657,0.84%,
129,160618,12914,1071,27110,14366,0.67%,
129,160618,12916,2223,76238,41633,1.38%,
129,160618,12917,1410,50239,27260,0.88%,
129,160618,12918,2347,99825,61739,1.46%,
129,160618,12919,2946,125141,76186,1.83%,
129,160618,12920,2616,97741,55089,1.63%,
129,160618,12921,2460,105259,63842,1.53%,
129,160618,12922,69,3497,2070,0.04%,
129,160618,12923,682,26407,13984,0.42%,
129,160618,12924,163,5156,2977,0.10%,
129,160618,12926,2157,83959,45456,1.34%,
129,160618,12928,2025,92755,52488,1.26%,
129,160618,12930,583,24133,13075,0.36%,
129,160618,12932,1305,60800,35719,0.81%,
129,160618,12934,1263,36182,21383,0.79%,
129,160618,12935,1408,54449,32052,0.88%,
129,160618,12936,535,28960,16683,0.33%,
129,160618,12937,1558,65283,34501,0.97%,
129,160618,12941,1372,70422,41715,0.85%,
129,160618,12942,617,29750,17815,0.38%,
129,160618,12943,445,30103,18026,0.28%,
129,160618,12944,4273,179578,109981,2.66%,
129,160618,12945,553,26465,14173,0.34%,
129,160618,12946,6403,233484,135361,3.99%,
129,160618,12950,775,33175,19315,0.48%,
129,160618,12952,422,17835,10356,0.26%,
129,160618,12953,15438,407582,222974,9.61%,
129,160618,12955,309,19691,11749,0.19%,
129,160618,12956,1261,40317,24253,0.79%,
129,160618,12957,1429,49614,27000,0.89%,
129,160618,12958,1866,68730,40814,1.16%,
129,160618,12959,1317,45605,27898,0.82%,
129,160618,12960,1034,34333,20148,0.64%,
129,160618,12961,171,6051,3455,0.11%,
129,160618,12962,5567,254270,156510,3.47%,
129,160618,12964,80,5465,3300,0.05%,
129,160618,12965,568,13339,7233,0.35%,
129,160618,12966,2780,98919,53818,1.73%,
129,160618,12967,1269,37372,20247,0.79%,
129,160618,12969,379,21653,12384,0.24%,
129,160618,12970,1282,31378,16496,0.80%,
129,160618,12972,6173,245202,150920,3.84%,
129,160618,12973,146,2609,1504,0.09%,
129,160618,12974,1677,72324,43558,1.04%,
129,160618,12977,432,2978,1890,0.27%,
129,160618,12978,418,13327,7696,0.26%,
129,160618,12979,2248,97666,60269,1.40%,
129,160618,12980,1301,59002,31130,0.81%,
129,160618,12981,5912,130003,79447,3.68%,
129,160618,12983,7548,306708,171109,4.70%,
129,160618,12985,1078,45156,26940,0.67%,
129,160618,12986,6059,256132,141644,3.77%,
129,160618,12987,188,10490,6208,0.12%,
129,160618,12989,1065,49616,28782,0.66%,
129,160618,12992,4905,190042,118834,3.05%,
129,160618,12993,1650,81383,50374,1.03%,
129,160618,12996,1963,90380,53294,1.22%,
129,160618,12997,1310,61782,36199,0.82%,
129,160618,12998,482,15157,8759,0.30%,
130,390876,13021,40623,1556514,870967,10.39%,
130,390876,13026,1790,65577,39110,0.46%,
130,390876,13027,31870,1496931,858723,8.15%,
130,390876,13028,1299,69344,39923,0.33%,
130,390876,13029,7086,321538,181330,1.81%,
130,390876,13030,3846,187680,105704,0.98%,
130,390876,13031,16138,784965,460709,4.13%,
130,390876,13032,13065,533834,301298,3.34%,
130,390876,13033,3562,145401,81599,0.91%,
130,390876,13034,1860,100780,57182,0.48%,
130,390876,13035,8235,365203,219215,2.11%,
130,390876,13036,8738,359619,204581,2.24%,
130,390876,13037,8694,386671,220585,2.22%,
130,390876,13039,17658,811981,467089,4.52%,
130,390876,13040,2870,110705,61905,0.73%,
130,390876,13041,11094,493020,281166,2.84%,
130,390876,13042,2623,113509,66859,0.67%,
130,390876,13044,2417,97325,56014,0.62%,
130,390876,13045,30124,987234,544929,7.71%,
130,390876,13052,1886,79870,45686,0.48%,
130,390876,13053,5603,228548,125008,1.43%,
130,390876,13054,1602,60188,33801,0.41%,
130,390876,13057,14762,663824,376142,3.78%,
130,390876,13060,3075,139380,81384,0.79%,
130,390876,13061,1078,63782,36686,0.28%,
130,390876,13063,2343,107153,62395,0.60%,
130,390876,13066,12452,697435,414654,3.19%,
130,390876,13068,5848,259458,148875,1.50%,
130,390876,13069,24431,853605,474549,6.25%,
130,390876,13071,938,34050,19368,0.24%,
130,390876,13072,1006,28712,16091,0.26%,
130,390876,13073,6262,274534,156790,1.60%,
130,390876,13074,4761,167743,91488,1.22%,
130,390876,13076,2137,83298,47958,0.55%,
130,390876,13077,6659,305880,176069,1.70%,
130,390876,13078,10013,467844,276576,2.56%,
130,390876,13080,3594,172551,100593,0.92%,
130,390876,13081,1117,46952,27549,0.29%,
130,390876,13082,5130,232038,133534,1.31%,
130,390876,13083,1977,67620,37521,0.51%,
130,390876,13084,4407,225219,129011,1.13%,
130,390876,13088,22492,1004469,582317,5.75%,
130,390876,13090,30867,1456545,826059,7.90%,
130,390876,13092,2844,111855,64397,0.73%,
131,176414,13101,2321,92795,54411,1.32%,
131,176414,13103,463,17303,9335,0.26%,
131,176414,13104,16017,836036,496505,9.08%,
131,176414,13108,5801,276782,162398,3.29%,
131,176414,13110,2219,116603,68093,1.26%,
131,176414,13111,1788,58517,31513,1.01%,
131,176414,13112,1814,84057,49911,1.03%,
131,176414,13114,6717,257227,144939,3.81%,
131,176414,13116,3459,162996,91488,1.96%,
131,176414,13118,6130,228596,131471,3.47%,
131,176414,13120,2208,116591,63771,1.25%,
131,176414,13122,1274,52739,30874,0.72%,
131,176414,13123,0,0,0,0.00%,
131,176414,13124,109,5027,2845,0.06%,
131,176414,13126,36492,1219157,676481,20.69%,
131,176414,13131,3835,152955,86815,2.17%,
131,176414,13132,4136,173954,98984,2.34%,
131,176414,13135,6380,260875,149414,3.62%,
131,176414,13136,538,17865,10003,0.30%,
131,176414,13140,4629,176681,99192,2.62%,
131,176414,13141,742,34965,20369,0.42%,
131,176414,13142,6450,255717,146343,3.66%,
131,176414,13143,2893,89016,48896,1.64%,
131,176414,13144,1231,46957,25938,0.70%,
131,176414,13145,1660,73229,41659,0.94%,
131,176414,13146,2443,77199,41866,1.38%,
131,176414,13147,1418,50167,29448,0.80%,
131,176414,13148,10634,423463,237634,6.03%,
131,176414,13152,8266,459399,276058,4.69%,
131,176414,13155,703,22946,12758,0.40%,
131,176414,13156,2087,91294,53005,1.18%,
131,176414,13157,389,30929,17386,0.22%,
131,176414,13158,1438,54447,31331,0.82%,
131,176414,13159,5445,255123,148709,3.09%,
131,176414,13160,2012,84841,50109,1.14%,
131,176414,13162,364,23013,12813,0.21%,
131,176414,13164,2206,95506,57189,1.25%,
131,176414,13165,10881,421193,234553,6.17%,
131,176414,13166,5554,223859,125241,3.15%,
131,176414,13167,3268,135465,76319,1.85%,
132,230005,13202,5933,78071,34845,2.58%,
132,230005,13203,16605,462383,250079,7.22%,
132,230005,13204,20534,474929,242312,8.93%,
132,230005,13205,19020,492616,255291,8.27%,
132,230005,13206,16251,584495,311899,7.07%,
132,230005,13207,13791,443352,243614,6.00%,
132,230005,13208,22196,568580,305653,9.65%,
132,230005,13209,13032,573019,320397,5.67%,
132,230005,13210,27532,458561,223072,11.97%,
132,230005,13211,6476,242436,136616,2.82%,
132,230005,13212,20279,918263,527437,8.82%,
132,230005,13214,8501,348911,200322,3.70%,
132,230005,13215,15692,687044,400771,6.82%,
132,230005,13219,15002,708590,415065,6.52%,
132,230005,13224,9161,389563,226211,3.98%,
132,230005,13244,0,0,0,0.00%,
133,141591,13301,76,8262,4695,0.05%,
133,141591,13302,1738,56624,30264,1.23%,
133,141591,13303,1307,59896,33307,0.92%,
133,141591,13304,1768,91180,53839,1.25%,
133,141591,13308,3798,148904,83091,2.68%,
133,141591,13309,6038,227950,128492,4.26%,
133,141591,13310,617,25655,14511,0.44%,
133,141591,13315,1266,52494,28887,0.89%,
133,141591,13316,6656,270278,155251,4.70%,
133,141591,13317,3800,147812,84898,2.68%,
133,141591,13318,1680,61409,34833,1.19%,
133,141591,13319,952,43079,24656,0.67%,
133,141591,13320,1848,84034,46872,1.31%,
133,141591,13321,775,35094,20373,0.55%,
133,141591,13322,1149,57580,33344,0.81%,
133,141591,13323,11906,490438,279950,8.41%,
133,141591,13324,2089,93648,51945,1.48%,
133,141591,13325,894,36810,20507,0.63%,
133,141591,13326,5095,252229,145613,3.60%,
133,141591,13327,2131,77680,43834,1.51%,
133,141591,13328,1153,51721,29623,0.81%,
133,141591,13329,4092,159562,86976,2.89%,
133,141591,13331,682,43931,25022,0.48%,
133,141591,13332,3019,121132,67602,2.13%,
133,141591,13333,135,5632,3120,0.10%,
133,141591,13334,1448,62807,34643,1.02%,
133,141591,13335,1622,55458,30511,1.15%,
133,141591,13337,703,33500,19558,0.50%,
133,141591,13338,1217,55905,31672,0.86%,
133,141591,13339,6614,229839,128372,4.67%,
133,141591,13340,8241,324906,184047,5.82%,
133,141591,13342,131,4824,2807,0.09%,
133,141591,13343,1844,77762,42888,1.30%,
133,141591,13345,336,21503,11886,0.24%,
133,141591,13346,6391,203116,112086,4.51%,
133,141591,13348,1484,53982,29763,1.05%,
133,141591,13350,10135,331027,181069,7.16%,
133,141591,13353,71,5552,3180,0.05%,
133,141591,13354,3495,166517,97254,2.47%,
133,141591,13355,872,30722,16813,0.62%,
133,141591,13357,10629,401964,224378,7.51%,
133,141591,13360,317,17261,9138,0.22%,
133,141591,13361,671,26846,14850,0.47%,
133,141591,13363,2106,91634,51572,1.49%,
133,141591,13365,8955,331715,186367,6.32%,
133,141591,13367,8493,307718,173003,6.00%,
133,141591,13368,1152,36004,19866,0.81%,
134,183956,13402,1510,53513,29850,0.82%,
134,183956,13403,7068,211808,122398,3.84%,
134,183956,13406,468,20063,11341,0.25%,
134,183956,13407,5451,217784,119651,2.96%,
134,183956,13408,3959,85966,47569,2.15%,
134,183956,13409,2274,84516,48331,1.24%,
134,183956,13411,3279,121368,67386,1.78%,
134,183956,13413,15978,756914,447497,8.69%,
134,183956,13415,68,3831,2196,0.04%,
134,183956,13416,2426,95115,53661,1.32%,
134,183956,13417,3015,109131,61306,1.64%,
134,183956,13418,234,7548,3913,0.13%,
134,183956,13420,1058,61246,36964,0.58%,
134,183956,13421,13707,503829,280062,7.45%,
134,183956,13424,2871,102403,57249,1.56%,
134,183956,13425,2139,86891,50130,1.16%,
134,183956,13428,1781,67926,37754,0.97%,
134,183956,13431,1929,78498,44590,1.05%,
134,183956,13433,1544,48983,26729,0.84%,
134,183956,13435,325,17081,10184,0.18%,
134,183956,13437,469,24315,13730,0.25%,
134,183956,13438,3892,159080,89243,2.12%,
134,183956,13439,3966,167305,94185,2.16%,
134,183956,13440,42331,1561911,888018,23.01%,
134,183956,13441,62,1670,927,0.03%,
134,183956,13450,197,7184,4186,0.11%,
134,183956,13452,4725,175166,96934,2.57%,
134,183956,13454,614,20983,12031,0.33%,
134,183956,13456,4114,181655,105282,2.24%,
134,183956,13459,2079,81345,46828,1.13%,
134,183956,13460,4382,163370,90665,2.38%,
134,183956,13461,3046,150060,85585,1.66%,
134,183956,13464,1427,55548,30569,0.78%,
134,183956,13468,488,18622,10920,0.27%,
134,183956,13469,728,33012,19026,0.40%,
134,183956,13470,716,25923,14287,0.39%,
134,183956,13471,3428,118505,63146,1.86%,
134,183956,13473,803,30978,17093,0.44%,
134,183956,13476,3287,145185,83546,1.79%,
134,183956,13477,1264,52965,30600,0.69%,
134,183956,13478,2854,135275,78813,1.55%,
134,183956,13480,3750,147860,80608,2.04%,
134,183956,13482,69,3701,2032,0.04%,
134,183956,13483,236,8513,4842,0.13%,
134,183956,13485,1726,60797,32077,0.94%,
134,183956,13486,610,26993,15055,0.33%,
134,183956,13488,98,5465,3110,0.05%,
134,183956,13489,496,14299,8160,0.27%,
134,183956,13490,1160,54493,32645,0.63%,
134,183956,13491,3590,141224,79240,1.95%,
134,183956,13492,11629,536972,310109,6.32%,
134,183956,13493,2154,55080,31162,1.17%,
134,183956,13494,245,15130,8576,0.13%,
134,183956,13495,2237,74597,38844,1.22%,
135,71218,13501,38412,969148,519772,53.94%,
135,71218,13502,32806,1062792,585115,46.06%,
136,239502,13601,39378,1315018,717142,16.44%,
136,239502,13602,4256,16529,8205,1.78%,
136,239502,13603,9891,127956,64855,4.13%,
136,239502,13605,5013,196818,110027,2.09%,
136,239502,13606,2939,128772,72869,1.23%,
136,239502,13607,1735,69018,38585,0.72%,
136,239502,13608,1699,55352,31171,0.71%,
136,239502,13611,381,7048,3849,0.16%,
136,239502,13612,3017,117427,65651,1.26%,
136,239502,13613,2498,82958,46775,1.04%,
136,239502,13614,280,5149,2788,0.12%,
136,239502,13615,929,37987,21180,0.39%,
136,239502,13616,1746,61423,33065,0.73%,
136,239502,13617,11530,348379,189708,4.81%,
136,239502,13618,1682,92063,53647,0.70%,
136,239502,13619,11848,414120,223993,4.95%,
136,239502,13620,2506,87534,47154,1.05%,
136,239502,13621,595,26736,14770,0.25%,
136,239502,13622,2600,109184,61759,1.09%,
136,239502,13624,5639,212553,119680,2.35%,
136,239502,13625,2119,101367,57834,0.88%,
136,239502,13626,2190,90587,49171,0.91%,
136,239502,13630,1526,47454,25332,0.64%,
136,239502,13633,288,8364,4597,0.12%,
136,239502,13634,4212,178674,98437,1.76%,
136,239502,13635,1024,38150,21286,0.43%,
136,239502,13636,275,6154,3342,0.11%,
136,239502,13637,4982,132996,67170,2.08%,
136,239502,13638,307,11497,6304,0.13%,
136,239502,13639,126,3078,1777,0.05%,
136,239502,13640,281,19458,11920,0.12%,
136,239502,13642,9926,294851,156626,4.14%,
136,239502,13646,2368,99198,53431,0.99%,
136,239502,13648,2670,102623,58122,1.11%,
136,239502,13650,1085,47993,27498,0.45%,
136,239502,13651,115,10908,6607,0.05%,
136,239502,13652,1972,66737,35706,0.82%,
136,239502,13654,2385,75284,42950,1.00%,
136,239502,13655,3625,89992,46416,1.51%,
136,239502,13656,2734,92224,49692,1.14%,
136,239502,13658,2517,88965,49073,1.05%,
136,239502,13659,517,27623,15305,0.22%,
136,239502,13660,1871,64994,36144,0.78%,
136,239502,13661,1484,64773,36006,0.62%,
136,239502,13662,16516,586077,324370,6.90%,
136,239502,13664,295,11777,6753,0.12%,
136,239502,13665,809,28361,16085,0.34%,
136,239502,13666,257,4270,2186,0.11%,
136,239502,13667,3392,121849,67492,1.42%,
136,239502,13668,3604,136356,74769,1.50%,
136,239502,13669,16344,526023,283459,6.82%,
136,239502,13670,484,15978,8914,0.20%,
136,239502,13672,452,18637,10433,0.19%,
136,239502,13673,2178,69258,35253,0.91%,
136,239502,13675,101,5248,2900,0.04%,
136,239502,13676,15491,420669,223636,6.47%,
136,239502,13679,1842,79840,43931,0.77%,
136,239502,13680,1250,43888,23111,0.52%,
136,239502,13681,937,30485,16387,0.39%,
136,239502,13682,936,38794,22362,0.39%,
136,239502,13684,1053,37432,20492,0.44%,
136,239502,13685,2269,115706,61915,0.95%,
136,239502,13687,462,22858,13296,0.19%,
136,239502,13690,849,23725,12287,0.35%,
136,239502,13691,3427,125183,69630,1.43%,
136,239502,13692,55,4848,2932,0.02%,
136,239502,13693,311,24248,13831,0.13%,
136,239502,13694,1501,66952,38188,0.63%,
136,239502,13695,140,8533,4604,0.06%,
136,239502,13696,192,8458,4575,0.08%,
136,239502,13697,2392,74121,38434,1.00%,
136,239502,13699,1202,407,229,0.50%,
137,135418,13730,2986,119889,66645,2.21%,
137,135418,13731,1124,57571,32738,0.83%,
137,135418,13732,7629,344144,199701,5.63%,
137,135418,13733,5085,203297,113704,3.76%,
137,135418,13734,2468,85906,47758,1.82%,
137,135418,13736,2397,90588,51014,1.77%,
137,135418,13739,946,39460,23774,0.70%,
137,135418,13740,527,22566,12606,0.39%,
137,135418,13743,4196,153769,84952,3.10%,
137,135418,13744,1149,49168,28919,0.85%,
137,135418,13746,2868,121661,67799,2.12%,
137,135418,13748,3616,154104,90732,2.67%,
137,135418,13750,893,34393,18695,0.66%,
137,135418,13751,213,6426,3378,0.16%,
137,135418,13752,761,43310,24116,0.56%,
137,135418,13753,5531,166855,96860,4.08%,
137,135418,13754,3229,118332,65219,2.38%,
137,135418,13755,966,37375,19626,0.71%,
137,135418,13756,630,23318,12793,0.47%,
137,135418,13757,1263,52993,31802,0.93%,
137,135418,13760,43277,1823002,1043296,31.96%,
137,135418,13775,1600,67775,36768,1.18%,
137,135418,13776,427,20556,11332,0.32%,
137,135418,13777,415,15521,8896,0.31%,
137,135418,13778,5408,224236,123206,3.99%,
137,135418,13780,894,36808,20484,0.66%,
137,135418,13782,1028,42220,23025,0.76%,
137,135418,13783,2664,100939,55373,1.97%,
137,135418,13784,211,7350,4289,0.16%,
137,135418,13786,251,11668,5988,0.19%,
137,135418,13787,3503,140299,79405,2.59%,
137,135418,13788,979,45669,26806,0.72%,
137,135418,13790,18480,614385,332172,13.65%,
137,135418,13795,3728,144440,81798,2.75%,
137,135418,13796,1223,56615,31731,0.90%,
137,135418,13797,2853,104287,58715,2.11%,
138,142353,13801,1253,49406,28433,0.88%,
138,142353,13802,594,20847,12014,0.42%,
138,142353,13803,4139,165036,93829,2.91%,
138,142353,13804,250,9125,5362,0.18%,
138,142353,13806,36,2154,1392,0.03%,
138,142353,13807,1365,54156,29592,0.96%,
138,142353,13808,1747,72244,40120,1.23%,
138,142353,13809,1544,66784,36979,1.08%,
138,142353,13810,1086,48923,28043,0.76%,
138,142353,13811,4034,150815,85055,2.83%,
138,142353,13812,2298,79232,44914,1.61%,
138,142353,13813,711,23510,12516,0.50%,
138,142353,13815,13963,489456,268471,9.81%,
138,142353,13820,21923,653109,355787,15.40%,
138,142353,13825,3408,137418,75377,2.39%,
138,142353,13826,211,10480,5835,0.15%,
138,142353,13827,11171,444965,251247,7.85%,
138,142353,13830,5001,200580,110423,3.51%,
138,142353,13832,385,13200,7187,0.27%,
138,142353,13833,4419,186819,108579,3.10%,
138,142353,13835,1350,50987,28114,0.95%,
138,142353,13838,4257,142173,76540,2.99%,
138,142353,13839,1576,67762,38654,1.11%,
138,142353,13841,362,16176,9431,0.25%,
138,142353,13842,612,16503,10158,0.43%,
138,142353,13843,1935,83326,45875,1.36%,
138,142353,13844,675,24766,14018,0.47%,
138,142353,13846,248,11170,6565,0.17%,
138,142353,13849,5334,223352,125874,3.75%,
138,142353,13850,27929,982125,575506,19.62%,
138,142353,13856,6074,226209,123162,4.27%,
138,142353,13859,194,7243,4189,0.14%,
138,142353,13861,553,23349,12712,0.39%,
138,142353,13862,4191,158506,86778,2.94%,
138,142353,13863,547,25901,13928,0.38%,
138,142353,13864,1118,50536,28305,0.79%,
138,142353,13865,5860,233238,129635,4.12%,
139,74165,13901,18962,710973,393710,25.57%,
139,74165,13903,18488,717250,405817,24.93%,
139,74165,13904,9292,322353,183443,12.53%,
139,74165,13905,27423,817368,436875,36.98%,
140,449072,14001,9451,431864,247373,2.10%,
140,449072,14004,12668,463639,271246,2.82%,
140,449072,14005,1819,71193,41859,0.41%,
140,449072,14006,9920,448346,254557,2.21%,
140,449072,14008,1544,58653,33325,0.34%,
140,449072,14009,5673,218231,119888,1.26%,
140,449072,14011,9546,236404,135516,2.13%,
140,449072,14012,2355,93897,51111,0.52%,
140,449072,14013,1729,57427,32669,0.39%,
140,449072,14020,22953,784648,431826,5.11%,
140,449072,14024,1686,60702,34459,0.38%,
140,449072,14025,3318,161866,93399,0.74%,
140,449072,14026,886,41966,24933,0.20%,
140,449072,14028,1636,73250,41081,0.36%,
140,449072,14030,1804,83506,47249,0.40%,
140,449072,14031,9623,488664,289455,2.14%,
140,449072,14032,8437,382096,224354,1.88%,
140,449072,14033,2327,115292,66900,0.52%,
140,449072,14034,2070,81587,46279,0.46%,
140,449072,14036,5112,207667,118209,1.14%,
140,449072,14037,1230,57232,32143,0.27%,
140,449072,14039,120,5868,3458,0.03%,
140,449072,14040,2311,99730,58805,0.51%,
140,449072,14041,232,8615,4817,0.05%,
140,449072,14042,4693,165937,90974,1.05%,
140,449072,14043,25857,1225453,698005,5.76%,
140,449072,14047,6520,306166,171699,1.45%,
140,449072,14048,14821,506171,265452,3.30%,
140,449072,14051,20395,1106116,658636,4.54%,
140,449072,14052,17219,861912,504648,3.83%,
140,449072,14054,1534,63021,35776,0.34%,
140,449072,14055,1285,59117,33378,0.29%,
140,449072,14057,8131,371215,216767,1.81%,
140,449072,14058,2307,84141,48357,0.51%,
140,449072,14059,9182,505227,306171,2.04%,
140,449072,14060,450,18061,10008,0.10%,
140,449072,14062,3094,137450,75962,0.69%,
140,449072,14063,14556,478023,263648,3.24%,
140,449072,14065,1838,59394,33212,0.41%,
140,449072,14066,1502,58399,32346,0.33%,
140,449072,14067,5127,219186,124919,1.14%,
140,449072,14068,6971,352835,201796,1.55%,
140,449072,14069,701,40412,22904,0.16%,
140,449072,14070,7396,175480,97491,1.65%,
140,449072,14072,20509,1059005,623397,4.57%,
140,449072,14075,42104,2046289,1173588,9.38%,
140,449072,14080,4191,200885,111486,0.93%,
140,449072,14081,3807,141739,79245,0.85%,
140,449072,14082,388,15924,8758,0.09%,
140,449072,14083,118,4974,2785,0.03%,
140,449072,14085,7629,345788,196914,1.70%,
140,449072,14086,33510,1517266,870939,7.46%,
140,449072,14091,1230,43414,24091,0.27%,
140,449072,14092,11099,557526,326267,2.47%,
140,449072,14094,49439,1988699,1106400,11.01%,
140,449072,14098,3019,108138,60650,0.67%,
141,198824,14101,1858,64484,36057,0.93%,
141,198824,14102,1477,81642,49969,0.74%,
141,198824,14103,11312,385110,211858,5.69%,
141,198824,14105,4228,161390,91499,2.13%,
141,198824,14108,6021,238852,136044,3.03%,
141,198824,14109,1069,485,295,0.54%,
141,198824,14111,3192,125762,72788,1.61%,
141,198824,14113,630,24345,13116,0.32%,
141,198824,14120,44792,1930128,1093005,22.53%,
141,198824,14125,3605,122942,69215,1.81%,
141,198824,14126,363,18645,10355,0.18%,
141,198824,14127,30433,1538846,918609,15.31%,
141,198824,14129,1285,51004,29568,0.65%,
141,198824,14131,5759,263499,151308,2.90%,
141,198824,14132,6088,260165,151871,3.06%,
141,198824,14134,152,7236,3989,0.08%,
141,198824,14136,4908,197255,108675,2.47%,
141,198824,14138,1943,65465,37040,0.98%,
141,198824,14139,2139,104050,60067,1.08%,
141,198824,14141,7903,326658,181867,3.97%,
141,198824,14143,1041,51037,28377,0.52%,
141,198824,14145,1526,66094,38464,0.77%,
141,198824,14150,41912,1776201,1010030,21.08%,
141,198824,14166,46,8640,4757,0.02%,
141,198824,14167,1588,70051,38775,0.80%,
141,198824,14170,2365,122728,73410,1.19%,
141,198824,14171,2148,91338,50033,1.08%,
141,198824,14172,3364,168828,97753,1.69%,
141,198824,14174,5677,283893,167686,2.86%,
142,564852,14201,11857,280076,132690,2.10%,
142,564852,14202,3734,140229,71268,0.66%,
142,564852,14203,1810,31936,14545,0.32%,
142,564852,14204,8486,203093,96200,1.50%,
142,564852,14206,20429,648713,346665,3.62%,
142,564852,14207,23165,517209,260264,4.10%,
142,564852,14208,10883,227777,114562,1.93%,
142,564852,14209,7850,221101,108445,1.39%,
142,564852,14210,14596,374452,192225,2.58%,
142,564852,14211,21459,457500,233075,3.80%,
142,564852,14212,10861,265305,137773,1.92%,
142,564852,14213,26604,486310,240865,4.71%,
142,564852,14214,21253,648689,337681,3.76%,
142,564852,14215,38816,972725,515483,6.87%,
142,564852,14216,21598,834738,445267,3.82%,
142,564852,14217,23127,961931,529190,4.09%,
142,564852,14218,19331,652278,361880,3.42%,
142,564852,14219,11539,469301,253943,2.04%,
142,564852,14220,24217,824746,450937,4.29%,
142,564852,14221,53922,2815171,1667609,9.55%,
142,564852,14222,12190,587058,299965,2.16%,
